"Date","Hour","State Library","Collins Place (South)","Collins Place (North)","Flagstaff Station","Melbourne Central","Town Hall (West)","Bourke Street Mall (North)","Bourke Street Mall (South)","Australia on Collins","Southern Cross Station","Victoria Point","New Quay","Waterfront City","Webb Bridge","Princes Bridge","Flinders St Station Underpass","Sandridge Bridge","Birrarung Marr","QV Market-Elizabeth (West)","Flinders St-Elizabeth St (East)","Spencer St-Collins St (North)","Spencer St-Collins St (South)","Bourke St-Russell St (West)","Convention/Exhibition Centre","Chinatown-Swanston St (North)","Chinatown-Lt Bourke St (South)","QV Market-Peel St","Vic Arts Centre","Lonsdale St (South)","Lygon St (West)","Flinders St-Spring St (West)","Flinders St-Spark Lane","Alfred Place","Queen Street (West)","Lygon Street (East)","Flinders St-Swanston St (West)","Spring St-Lonsdale St (South)"
"17/01/2015",13,60,376,185,136,2239,3475,0,2909,0,200,78,415,119,0,2535,1517,554,0,1806,2637,510,114,647,1210,1175,0,420,0,768,509,97,243,119,NA,NA,NA,NA
"17/01/2015",14,23,374,126,164,2288,3734,0,3319,0,185,71,543,166,0,2860,1723,711,0,1592,2997,472,101,857,1235,1114,0,356,0,909,616,109,271,148,NA,NA,NA,NA
"17/01/2015",15,34,345,167,115,2569,3636,0,3396,0,183,67,584,181,0,2559,1614,650,0,1208,2781,545,109,975,1130,1258,0,295,0,872,694,133,306,120,NA,NA,NA,NA
"17/01/2015",16,34,400,215,119,2329,3426,0,3014,0,135,107,470,133,0,2400,1559,647,0,841,2945,610,105,920,1029,1046,0,158,0,800,667,112,241,165,NA,NA,NA,NA
"17/01/2015",17,44,426,152,140,2222,2886,0,2464,0,143,114,616,178,0,2588,1581,640,0,499,2747,439,124,837,1013,964,0,167,0,762,670,98,283,169,NA,NA,NA,NA
"17/01/2015",18,17,563,163,134,2147,2482,0,1535,0,169,161,527,178,0,2059,1403,583,0,397,2247,409,125,1005,1006,1172,0,133,0,747,844,139,230,186,NA,NA,NA,NA
"17/01/2015",19,21,405,126,120,2245,2038,0,789,0,99,81,532,180,0,2098,1315,560,0,381,2101,339,145,1149,707,1241,0,108,0,943,1222,121,233,194,NA,NA,NA,NA
"17/01/2015",20,21,332,93,107,2229,1758,0,583,0,82,81,563,227,0,1639,1090,474,0,299,1833,251,90,1107,535,1073,0,94,0,813,1534,87,216,172,NA,NA,NA,NA
"17/01/2015",21,19,295,97,93,1821,1578,0,489,0,109,66,355,112,0,1552,1113,417,0,302,1531,257,75,807,478,945,0,84,0,782,1340,72,156,158,NA,NA,NA,NA
"17/01/2015",22,11,293,100,68,1625,1423,0,430,0,72,61,231,86,0,1732,981,470,0,249,1335,313,72,808,538,781,712,76,0,915,1190,86,153,135,NA,NA,NA,NA
"17/01/2015",23,8,247,97,76,1411,1217,0,326,0,56,37,148,43,0,1058,821,410,0,220,1132,264,127,775,531,577,600,70,0,878,826,46,63,140,NA,NA,NA,NA
"18/01/2015",0,3,119,46,67,856,885,0,181,0,17,37,104,27,0,604,501,333,0,191,717,218,44,753,291,377,424,40,0,806,470,23,67,80,NA,NA,NA,NA
"18/01/2015",1,4,78,27,55,544,508,0,188,0,18,17,31,6,0,296,336,148,0,186,425,55,30,653,177,241,329,13,0,683,277,7,28,45,NA,NA,NA,NA
"18/01/2015",2,2,63,33,49,324,361,0,122,0,4,10,11,4,0,143,183,66,0,140,239,76,30,552,55,163,283,17,0,533,91,9,18,25,NA,NA,NA,NA
"18/01/2015",3,0,29,22,18,254,344,0,94,0,7,15,18,8,0,114,127,49,0,89,210,78,35,423,51,98,124,12,0,446,50,7,16,8,NA,NA,NA,NA
"18/01/2015",4,2,25,14,18,139,193,0,63,0,10,4,2,1,0,56,86,48,0,95,131,32,29,412,19,51,47,11,0,226,54,3,5,9,NA,NA,NA,NA
"18/01/2015",5,0,22,13,15,80,135,0,43,0,5,6,6,3,0,51,55,33,0,85,105,26,12,110,14,25,18,12,0,207,12,6,12,4,NA,NA,NA,NA
"18/01/2015",6,1,26,7,22,57,84,0,43,0,17,12,18,3,0,92,40,53,0,53,100,75,28,106,46,24,36,13,0,102,8,20,21,6,NA,NA,NA,NA
"18/01/2015",7,0,43,32,31,152,169,0,41,0,21,17,39,12,0,129,115,101,0,135,276,161,66,58,102,59,19,31,0,94,26,25,34,27,NA,NA,NA,NA
"18/01/2015",8,1,98,40,40,281,300,0,131,0,51,22,128,31,0,277,207,167,0,317,587,278,41,88,205,47,20,75,0,131,42,26,54,78,NA,NA,NA,NA
"18/01/2015",9,2,163,65,63,456,735,0,440,0,67,61,188,40,0,771,382,279,0,605,924,370,77,129,370,162,112,116,180,195,102,84,121,145,NA,NA,NA,NA
"18/01/2015",10,7,192,63,82,783,1494,0,1087,0,78,51,259,78,0,1575,831,468,0,888,1405,390,108,294,543,310,271,180,1788,343,189,93,123,188,NA,NA,NA,NA
"18/01/2015",11,8,192,112,90,1251,2324,0,1845,0,122,98,407,98,0,2107,983,460,0,1362,1936,385,101,468,771,631,420,263,2406,512,273,79,158,152,NA,NA,NA,NA
"18/01/2015",12,29,320,126,107,1712,2935,0,2530,0,110,77,605,164,0,2638,1213,446,0,1624,2412,524,112,639,872,899,67,368,2713,644,522,125,225,98,NA,NA,NA,NA
"18/01/2015",13,31,288,137,94,2134,3235,0,2873,0,79,46,673,194,0,3145,1461,551,0,1713,2823,464,110,797,1027,1091,0,427,3259,891,730,142,255,92,NA,NA,NA,NA
"18/01/2015",14,48,301,135,124,2170,3280,0,3045,0,106,60,694,191,0,3124,1500,649,0,1598,2924,368,93,838,1122,1045,0,358,3167,755,781,135,237,107,NA,NA,NA,NA
"18/01/2015",15,34,605,141,120,2260,3339,0,3117,0,124,63,656,222,0,3058,1469,681,0,1263,2892,438,112,784,1054,1074,0,333,2911,747,823,102,232,99,NA,NA,NA,NA
"18/01/2015",16,29,311,114,82,1993,3150,0,2940,0,109,66,424,138,0,3173,1521,617,0,808,2970,448,107,870,1008,933,0,194,3172,816,743,130,257,109,NA,NA,NA,NA
"18/01/2015",17,31,316,92,122,2016,2845,0,2157,0,141,76,486,154,0,2438,1410,607,0,470,2806,344,99,881,811,975,0,104,1927,652,764,98,239,101,NA,NA,NA,NA
"18/01/2015",18,28,272,105,106,1904,2020,0,1192,0,133,75,424,130,0,1927,1219,524,0,371,2503,283,86,913,729,960,0,146,1446,715,824,97,265,104,NA,NA,NA,NA
"18/01/2015",19,15,315,74,89,1808,1539,0,554,0,76,73,261,69,0,1397,964,366,0,317,1954,290,103,759,459,1016,871,102,494,818,882,65,184,88,NA,NA,NA,NA
"18/01/2015",20,16,213,46,46,1495,1160,0,379,0,48,61,178,84,0,1169,758,367,0,351,1592,205,79,755,234,782,670,91,363,689,935,46,136,80,NA,NA,NA,NA
"18/01/2015",21,10,152,48,60,1194,1001,0,266,0,40,56,178,30,0,1270,736,315,0,301,1274,148,67,583,319,569,489,78,760,521,816,72,170,63,NA,NA,NA,NA
"18/01/2015",22,1,161,39,48,1050,1041,0,156,0,59,26,84,19,0,1123,587,309,0,196,1205,156,48,532,138,361,299,70,375,456,484,90,253,53,NA,NA,NA,NA
"18/01/2015",23,1,55,24,46,658,522,0,79,0,35,23,82,33,0,369,410,228,0,147,654,93,28,296,104,225,140,50,131,421,303,27,43,29,NA,NA,NA,NA
"19/01/2015",0,1,27,6,30,206,192,0,74,0,18,11,21,11,0,146,179,84,0,85,233,46,28,209,56,113,53,19,56,229,152,10,22,17,NA,NA,NA,NA
"19/01/2015",1,0,13,9,23,113,98,0,29,0,3,4,14,9,0,48,67,31,0,61,53,16,4,132,35,53,22,11,20,220,55,2,12,8,NA,NA,NA,NA
"19/01/2015",2,0,8,3,10,46,66,0,20,0,3,1,6,8,0,29,32,10,0,36,41,11,4,96,7,27,11,7,16,185,19,2,6,19,NA,NA,NA,NA
"19/01/2015",3,0,14,6,19,28,20,0,8,0,3,5,3,0,0,37,34,12,0,17,39,9,7,64,10,12,3,3,47,121,8,1,4,3,NA,NA,NA,NA
"19/01/2015",4,0,32,2,3,35,62,0,38,0,2,10,4,1,0,41,44,36,0,7,54,25,17,56,10,8,10,0,39,159,26,5,4,0,NA,NA,NA,NA
"19/01/2015",5,0,39,29,81,46,86,0,22,0,35,15,7,3,30,83,111,97,0,36,151,126,27,44,53,5,5,4,101,153,8,9,22,11,NA,NA,NA,NA
"19/01/2015",6,2,185,137,582,147,168,0,58,0,352,81,81,8,101,290,398,223,0,95,508,691,114,113,177,29,14,18,338,71,33,60,44,63,NA,NA,NA,NA
"19/01/2015",7,2,694,655,1933,350,450,0,207,0,1104,280,212,40,242,762,976,529,0,196,1249,1579,398,160,481,70,57,65,794,106,77,155,123,176,NA,NA,NA,NA
"19/01/2015",8,15,1852,1717,4703,712,1101,0,597,0,2636,447,314,55,436,1616,2469,1270,0,403,2739,3398,936,265,771,188,127,142,1645,281,184,410,266,491,NA,NA,NA,NA
"19/01/2015",9,2,1088,752,1959,812,1382,0,830,0,1128,229,185,41,196,1092,1374,566,0,457,2109,1840,566,294,498,192,137,80,839,317,174,242,209,419,NA,NA,NA,NA
"19/01/2015",10,11,629,363,748,982,2074,0,1305,0,417,204,225,56,150,1200,1067,456,0,598,2164,1397,463,371,420,273,200,100,1102,376,176,209,222,346,NA,NA,NA,NA
"19/01/2015",11,8,578,343,694,724,2522,0,1855,0,330,224,208,55,165,1530,1101,465,0,622,2204,1188,468,510,544,454,251,95,1381,463,193,201,248,293,NA,NA,NA,NA
"19/01/2015",12,32,1551,512,1013,1968,3395,0,3088,0,817,418,496,167,608,1908,2048,720,0,1119,2964,1854,695,1157,821,1020,41,157,1625,990,455,268,273,814,NA,NA,NA,NA
"19/01/2015",13,44,1644,627,1219,2484,4126,0,3763,0,831,307,512,158,529,1952,2213,693,0,978,3339,1839,740,1127,798,1023,0,149,1810,1072,523,290,397,827,NA,NA,NA,NA
"19/01/2015",14,32,702,388,804,2212,3532,0,2946,0,483,209,343,74,194,1878,1516,546,0,620,2978,1377,472,796,791,834,0,152,1763,646,406,163,244,353,NA,NA,NA,NA
"19/01/2015",15,23,672,451,1067,2191,3392,0,2833,0,652,203,263,83,211,1839,1418,646,0,590,2837,1682,423,806,831,831,0,106,1606,664,457,167,224,208,NA,NA,NA,NA
"19/01/2015",16,25,685,851,2056,2211,3333,0,2585,0,1398,417,302,90,280,2060,1616,806,0,560,3304,2395,543,839,827,821,0,120,1764,630,400,303,230,235,NA,NA,NA,NA
"19/01/2015",17,36,1357,1675,3882,2227,3317,0,2349,0,2379,674,568,153,573,2714,2770,1645,0,611,4001,3683,690,930,1185,914,0,203,2001,724,403,446,514,357,NA,NA,NA,NA
"19/01/2015",18,39,715,741,1479,2132,2561,0,1650,0,917,326,740,150,348,1793,1662,901,0,518,3243,2051,462,1006,809,908,0,164,1274,734,427,286,361,288,NA,NA,NA,NA
"19/01/2015",19,18,359,253,500,1703,1749,0,668,0,285,157,553,153,191,1207,1033,495,0,396,2155,971,171,933,414,929,0,117,740,635,696,121,210,138,NA,NA,NA,NA
"19/01/2015",20,12,326,120,268,1643,1465,0,363,0,101,86,355,82,117,1007,858,427,0,321,1745,604,157,785,277,713,562,86,497,540,957,81,127,118,NA,NA,NA,NA
"19/01/2015",21,5,245,82,196,1267,1034,0,272,0,93,69,199,61,66,871,685,333,0,291,1517,420,108,730,219,570,461,81,395,535,665,83,140,91,NA,NA,NA,NA
"19/01/2015",22,5,108,66,103,820,736,0,179,0,93,105,421,55,94,743,721,324,0,210,1064,411,123,469,180,380,280,74,259,344,379,73,127,45,NA,NA,NA,NA
"19/01/2015",23,3,63,64,81,586,631,0,134,0,69,78,218,35,40,473,420,255,0,168,1059,328,74,303,114,174,162,47,194,390,254,85,206,44,NA,NA,NA,NA
"20/01/2015",0,0,60,8,39,257,215,0,72,0,18,13,20,2,10,180,164,86,0,112,354,74,43,211,32,100,47,26,85,211,58,25,50,16,NA,NA,NA,NA
"20/01/2015",1,2,39,8,17,96,75,0,20,0,2,5,16,5,1,50,48,28,0,69,91,15,8,90,13,29,19,12,30,92,31,5,17,20,NA,NA,NA,NA
"20/01/2015",2,0,15,6,3,39,54,0,7,0,10,2,8,2,3,24,25,18,0,30,42,14,8,68,7,25,9,1,16,42,13,0,3,8,NA,NA,NA,NA
"20/01/2015",3,0,20,5,7,42,39,0,6,0,8,1,1,1,2,21,22,7,0,40,32,12,4,48,9,25,4,2,33,37,3,3,5,5,NA,NA,NA,NA
"20/01/2015",4,1,23,2,7,36,34,0,17,0,5,6,4,1,0,42,15,28,0,18,50,20,6,24,12,12,6,0,53,82,9,10,4,3,NA,NA,NA,NA
"20/01/2015",5,0,50,13,88,56,98,0,14,0,46,11,16,3,16,93,99,79,0,71,113,177,46,34,48,18,8,13,125,32,4,16,19,8,NA,NA,NA,NA
"20/01/2015",6,1,222,135,650,152,203,0,82,0,363,95,84,12,106,297,470,252,0,141,518,646,104,78,185,8,20,32,356,48,28,68,71,85,NA,NA,NA,NA
"20/01/2015",7,4,780,747,2045,341,490,0,233,0,1270,299,207,36,289,796,1125,539,0,292,1291,1685,406,155,510,71,57,98,806,127,77,191,121,209,NA,NA,NA,NA
"20/01/2015",8,17,1860,1687,4953,831,1035,0,573,0,2874,507,319,63,420,1600,2541,1274,0,573,2652,3509,965,269,758,198,171,167,1641,280,166,413,270,516,NA,NA,NA,NA
"20/01/2015",9,4,1131,799,1999,760,1507,0,895,0,1214,302,158,28,195,1086,1389,574,0,702,2306,1910,579,301,445,173,80,164,1025,291,165,307,244,340,NA,NA,NA,NA
"20/01/2015",10,11,662,467,843,1110,1990,0,1513,0,416,226,219,43,164,1280,1243,469,0,908,2422,1340,489,458,394,356,0,176,1186,388,208,259,250,357,NA,NA,NA,NA
"20/01/2015",11,8,628,353,796,1326,2424,0,1787,0,383,198,237,57,192,1516,1211,508,0,1065,2397,1330,469,534,573,492,0,257,1485,488,208,202,226,276,NA,NA,NA,NA
"20/01/2015",12,26,1455,647,983,2262,3682,0,3371,0,952,488,363,123,591,1885,1994,625,0,1883,2987,1939,651,1004,843,933,0,330,1917,1079,431,256,353,766,NA,NA,NA,NA
"20/01/2015",13,37,1491,578,1269,2449,4006,0,3696,0,926,364,413,104,506,2174,2084,591,0,1833,3260,1958,671,1166,829,1016,0,307,2164,1048,532,272,346,824,NA,NA,NA,NA
"20/01/2015",14,13,681,422,823,2099,3587,0,2897,0,518,160,267,116,242,1753,1381,520,0,1107,2762,1392,371,693,706,826,0,212,1528,660,427,194,213,322,NA,NA,NA,NA
"20/01/2015",15,31,635,549,1030,2205,3397,0,2424,0,653,226,253,60,210,1820,1545,624,0,788,2901,1793,417,747,686,823,0,166,1527,618,333,183,262,221,NA,NA,NA,NA
"20/01/2015",16,34,723,917,1974,1895,3125,0,2418,0,1420,411,235,53,264,2271,1623,838,0,577,3154,2612,512,813,786,827,0,193,2078,571,346,242,293,253,NA,NA,NA,NA
"20/01/2015",17,48,1306,1749,3843,2368,3497,0,2334,0,2305,565,351,80,552,2869,2649,1595,0,553,4116,3776,694,953,1159,903,0,179,2232,828,389,409,512,419,NA,NA,NA,NA
"20/01/2015",18,35,768,795,1514,2098,2763,0,1633,0,873,289,390,79,359,2068,1740,1029,0,527,3402,1985,401,956,806,993,0,166,1724,747,496,218,387,314,NA,NA,NA,NA
"20/01/2015",19,21,344,283,519,2082,1887,0,762,0,253,108,450,114,214,1281,1017,552,0,438,2263,890,177,883,424,992,0,132,656,612,657,127,224,123,NA,NA,NA,NA
"20/01/2015",20,11,236,132,239,1623,1376,0,442,0,99,83,487,137,121,1086,892,341,0,354,1746,640,160,654,331,794,0,109,439,549,995,64,160,71,NA,NA,NA,NA
"20/01/2015",21,9,243,100,178,1237,1150,0,332,0,92,53,375,139,91,1180,779,291,0,332,1423,495,146,572,350,675,0,87,815,503,1181,88,177,85,NA,NA,NA,NA
"20/01/2015",22,11,195,89,124,1139,1211,0,280,0,100,51,234,44,62,1079,737,357,0,211,1492,348,155,541,197,502,0,76,42,444,756,108,308,80,NA,NA,NA,NA
"20/01/2015",23,2,138,33,101,807,723,0,191,0,37,31,126,9,36,523,422,206,0,178,765,238,69,319,137,296,0,66,0,305,322,54,93,37,NA,NA,NA,NA
"21/01/2015",0,1,46,24,48,273,331,0,133,0,20,18,42,16,10,256,168,90,0,168,327,96,46,179,34,176,0,38,0,201,117,24,41,13,NA,NA,NA,NA
"21/01/2015",1,0,30,7,20,138,71,0,32,0,6,3,5,2,2,92,69,18,0,77,100,19,11,126,37,102,0,15,0,79,34,2,11,2,NA,NA,NA,NA
"21/01/2015",2,1,16,12,13,52,38,0,12,0,1,0,1,2,2,32,33,14,0,59,54,15,5,63,12,25,0,2,0,67,30,2,0,20,NA,NA,NA,NA
"21/01/2015",3,0,2,0,7,35,37,0,5,0,4,1,6,0,1,42,28,13,0,30,23,8,5,32,3,12,0,4,0,48,7,1,4,3,NA,NA,NA,NA
"21/01/2015",4,0,6,2,6,23,61,0,17,0,5,2,10,0,1,35,19,38,0,21,31,23,11,35,11,13,0,2,0,35,4,4,3,8,NA,NA,NA,NA
"21/01/2015",5,0,49,21,87,60,81,0,28,0,35,16,9,2,20,103,109,78,0,32,121,192,33,43,58,16,0,7,0,12,5,14,28,18,NA,NA,NA,NA
"21/01/2015",6,0,225,165,623,164,186,0,63,0,350,90,72,9,113,330,504,245,0,90,482,690,131,93,236,19,0,16,0,74,32,68,58,66,NA,NA,NA,NA
"21/01/2015",7,2,764,699,1980,363,463,0,226,0,1233,296,181,30,261,762,1063,526,0,223,1196,1689,415,130,475,62,0,89,0,114,87,189,140,227,NA,NA,NA,NA
"21/01/2015",8,9,1919,1764,4877,796,1070,0,643,0,2799,511,351,58,436,1599,2431,1248,0,404,2643,3355,978,293,710,167,0,126,0,259,187,421,244,532,NA,NA,NA,NA
"21/01/2015",9,10,1011,749,2050,764,1401,0,1030,0,1109,290,232,27,196,1145,1451,518,0,588,2243,1957,642,320,475,208,0,108,0,317,169,290,226,379,NA,NA,NA,NA
"21/01/2015",10,6,772,416,757,1007,2173,0,1659,0,452,206,167,27,145,1392,1204,502,0,520,2405,1566,525,439,496,261,0,142,0,413,220,269,238,298,NA,NA,NA,NA
"21/01/2015",11,22,688,460,673,883,2661,0,2275,0,423,251,234,44,167,1727,1263,426,0,625,2577,1413,486,509,589,551,0,134,0,523,242,206,261,346,NA,NA,NA,NA
"21/01/2015",12,37,1715,666,1099,2039,3768,0,3441,0,917,442,306,103,540,2099,887,622,0,1114,2971,1990,685,1058,780,1053,0,199,0,1026,454,260,361,890,NA,NA,NA,NA
"21/01/2015",13,33,1546,636,1390,2325,4123,0,4105,0,863,372,290,71,449,2299,2010,569,0,1075,3139,1926,659,1178,772,1160,0,149,0,1114,511,272,360,845,NA,NA,NA,NA
"21/01/2015",14,36,728,426,815,2195,3410,0,2807,0,435,236,300,80,183,1894,1378,486,0,777,2755,1371,407,722,688,846,0,159,0,597,362,154,255,358,NA,NA,NA,NA
"21/01/2015",15,27,624,474,1083,2024,3343,0,2672,0,612,209,291,76,198,1845,1472,603,0,643,2830,1820,485,689,755,772,0,101,0,669,438,203,217,292,NA,NA,NA,NA
"21/01/2015",16,27,709,831,2086,2105,3319,0,2482,0,1345,389,214,74,255,2453,1668,828,0,749,3241,2565,519,637,718,865,0,162,0,709,355,295,310,294,NA,NA,NA,NA
"21/01/2015",17,37,1304,1620,3836,2467,3469,0,2255,0,2231,545,261,74,558,3010,2627,1573,0,1380,3975,3549,709,929,1064,954,0,338,0,778,396,533,546,384,NA,NA,NA,NA
"21/01/2015",18,23,723,771,1511,2250,2991,0,1745,0,902,343,265,58,335,2347,1726,886,0,1671,2926,1982,377,887,794,1008,0,415,0,820,552,311,443,258,NA,NA,NA,NA
"21/01/2015",19,21,381,293,536,1887,1926,0,759,0,276,153,287,83,172,1451,1124,483,0,1910,2326,993,206,775,460,892,0,530,0,766,720,139,350,201,NA,NA,NA,NA
"21/01/2015",20,18,321,147,352,1869,1390,0,447,0,146,81,322,103,135,1277,879,389,0,1709,1763,684,179,664,340,784,0,618,0,605,1139,95,197,119,NA,NA,NA,NA
"21/01/2015",21,15,205,122,265,1637,1222,0,299,0,112,80,426,126,120,1585,929,386,0,1280,1767,461,156,533,379,590,0,542,0,539,1337,74,173,131,NA,NA,NA,NA
"21/01/2015",22,5,200,92,160,1167,923,0,270,0,69,49,237,82,83,946,686,314,0,779,1399,386,137,461,269,480,0,361,0,455,1013,52,135,109,NA,NA,NA,NA
"21/01/2015",23,7,151,81,100,782,728,0,179,0,54,11,129,54,36,719,481,272,0,271,1025,266,80,353,146,235,0,65,0,334,679,161,477,42,NA,NA,NA,NA
"22/01/2015",0,1,53,39,46,358,478,0,121,0,30,11,30,9,17,270,237,95,0,168,547,95,41,202,105,124,0,36,0,204,201,44,111,24,NA,NA,NA,NA
"22/01/2015",1,0,29,10,32,202,182,0,32,0,20,4,17,3,3,110,93,38,0,99,155,32,18,128,38,80,0,14,0,114,78,15,47,15,NA,NA,NA,NA
"22/01/2015",2,2,5,2,14,56,52,0,32,0,6,1,0,0,1,22,42,19,0,52,34,17,11,88,10,38,0,3,0,75,40,0,3,14,NA,NA,NA,NA
"22/01/2015",3,1,15,2,7,54,49,0,9,0,9,1,2,2,1,32,21,20,0,38,33,19,12,55,9,24,0,6,0,33,10,0,2,15,NA,NA,NA,NA
"22/01/2015",4,0,12,3,10,21,34,0,29,0,4,1,7,1,0,39,19,38,0,29,34,22,4,37,16,10,4,4,0,38,15,4,1,5,NA,NA,NA,NA
"22/01/2015",5,0,43,18,108,48,68,0,18,0,35,13,10,1,15,81,89,62,0,76,103,170,34,35,29,11,1,11,0,32,8,17,19,16,NA,NA,NA,NA
"22/01/2015",6,0,198,174,609,139,175,0,59,0,298,90,80,14,104,303,471,249,0,122,477,693,125,78,194,25,18,23,0,48,30,58,55,82,NA,NA,NA,NA
"22/01/2015",7,2,719,719,1958,322,427,0,227,0,1197,254,210,34,252,758,1016,542,0,278,1213,1646,406,121,511,97,58,88,0,148,97,132,123,186,NA,NA,NA,NA
"22/01/2015",8,11,1810,1728,4667,737,1009,0,540,0,2669,448,334,43,390,1698,2419,1194,0,556,2646,3420,999,311,670,169,132,171,0,252,156,330,245,555,NA,NA,NA,NA
"22/01/2015",9,3,1140,894,2064,778,1377,0,868,0,1191,277,224,32,195,1126,1378,581,0,677,1873,1918,585,254,448,179,60,148,0,270,160,278,234,434,NA,NA,NA,NA
"22/01/2015",10,46,777,472,779,1015,1998,0,1508,0,422,194,201,40,159,1471,1103,448,0,854,2204,1418,482,366,470,315,0,189,0,424,194,225,171,302,NA,NA,NA,NA
"22/01/2015",11,15,716,429,722,827,2384,0,2099,0,384,265,218,45,96,1492,1212,430,0,1034,2440,1319,434,439,651,440,0,240,0,456,251,187,197,324,NA,NA,NA,NA
"22/01/2015",12,22,1584,600,1014,1897,3590,0,3383,0,898,478,372,108,516,1807,1931,594,0,1666,2919,2060,650,1114,775,976,0,304,1786,987,411,251,327,846,NA,NA,NA,NA
"22/01/2015",13,20,1579,655,1259,1960,3785,0,3630,0,920,404,377,98,471,2084,2105,529,0,1512,3173,1904,713,1127,710,998,0,257,2237,951,485,240,313,860,NA,NA,NA,NA
"22/01/2015",14,15,686,462,841,1997,3254,0,2824,0,447,243,238,70,181,1978,1529,419,0,967,2736,1434,392,693,668,775,0,203,1840,663,432,158,224,412,NA,NA,NA,NA
"22/01/2015",15,14,603,518,1077,2002,3181,0,2478,0,628,207,212,51,168,1679,1393,622,0,662,2842,1746,404,680,685,832,0,130,1359,554,365,177,206,346,NA,NA,NA,NA
"22/01/2015",16,34,758,911,2042,2122,3247,0,2382,0,1365,432,161,38,277,2181,1629,732,0,591,3206,2544,564,630,724,691,0,129,2019,633,323,332,316,335,NA,NA,NA,NA
"22/01/2015",17,41,1273,1603,3569,2074,3312,0,2430,0,2182,546,334,55,514,3140,2743,1516,0,578,3839,3525,639,842,1004,825,0,223,2482,696,405,545,508,466,NA,NA,NA,NA
"22/01/2015",18,20,752,731,1428,1616,2714,0,1855,0,615,293,321,53,324,2321,1692,964,0,510,3074,1824,425,862,815,806,0,153,1935,760,539,304,349,270,NA,NA,NA,NA
"22/01/2015",19,12,406,270,447,1485,2038,0,1204,0,202,149,379,83,172,1435,1090,480,0,414,2082,935,250,757,493,882,0,116,934,721,710,161,265,207,NA,NA,NA,NA
"22/01/2015",20,9,301,137,254,1642,1592,0,775,0,157,104,381,120,145,1208,884,380,0,378,1737,668,142,695,400,825,0,112,642,698,927,80,127,148,NA,NA,NA,NA
"22/01/2015",21,11,246,139,189,1625,1639,0,459,0,116,72,286,88,94,1768,921,393,0,320,1850,525,144,635,366,685,0,72,1233,616,889,115,285,107,NA,NA,NA,NA
"22/01/2015",22,5,206,90,166,1383,1118,0,253,0,76,36,159,36,59,1026,668,344,0,259,1279,387,119,538,270,552,0,101,422,576,752,81,199,127,NA,NA,NA,NA
"22/01/2015",23,2,147,61,88,872,856,0,198,0,47,21,108,24,32,623,619,294,0,232,1000,258,82,470,143,318,0,68,250,378,460,71,269,60,NA,NA,NA,NA
"23/01/2015",0,1,98,43,49,442,453,0,104,0,34,10,45,13,23,245,260,120,0,163,478,127,53,256,78,151,0,35,103,260,191,55,137,38,NA,NA,NA,NA
"23/01/2015",1,1,44,10,25,181,177,0,46,0,10,1,7,7,4,128,87,20,0,89,159,32,17,244,28,85,0,25,57,170,56,7,17,15,NA,NA,NA,NA
"23/01/2015",2,1,12,11,24,125,106,0,41,0,4,5,11,2,6,37,39,10,0,50,63,13,15,234,15,54,0,6,26,151,22,7,15,18,NA,NA,NA,NA
"23/01/2015",3,1,12,4,16,159,89,0,32,0,5,3,6,0,4,48,35,21,0,45,58,42,11,124,8,35,0,7,28,100,14,3,10,10,NA,NA,NA,NA
"23/01/2015",4,0,16,11,6,72,59,0,14,0,4,0,7,2,0,34,28,36,0,32,53,17,4,55,9,15,0,9,36,135,18,3,2,10,NA,NA,NA,NA
"23/01/2015",5,0,42,20,81,35,75,0,31,0,40,15,16,5,15,90,81,76,0,73,113,140,26,35,33,7,0,18,109,34,10,14,26,10,NA,NA,NA,NA
"23/01/2015",6,1,165,145,548,161,171,0,68,0,294,72,80,8,96,282,422,225,0,154,533,608,138,54,219,26,0,34,322,49,37,72,59,81,NA,NA,NA,NA
"23/01/2015",7,2,689,617,1830,328,424,0,193,0,1116,251,193,41,265,763,1019,486,0,327,1226,1623,406,125,414,76,0,62,832,117,88,176,133,208,NA,NA,NA,NA
"23/01/2015",8,16,1702,1604,4294,863,1059,0,589,0,2161,403,279,50,393,1520,2317,1132,0,531,2507,3253,926,278,736,185,0,181,1742,272,210,356,310,494,NA,NA,NA,NA
"23/01/2015",9,11,1027,836,2068,856,1431,0,966,0,933,217,189,34,215,1178,1446,549,0,767,2177,1782,674,365,481,136,0,173,973,339,191,308,215,444,NA,NA,NA,NA
"23/01/2015",10,7,674,440,722,1155,2301,0,1733,0,411,219,262,41,174,1542,1232,439,0,932,2518,1474,478,396,503,290,0,219,1614,429,244,260,228,295,NA,NA,NA,NA
"23/01/2015",11,7,713,384,670,1302,2810,0,2263,0,396,217,252,72,219,1872,1462,537,0,1149,2480,1310,467,561,663,475,0,245,1477,520,279,239,234,384,NA,NA,NA,NA
"23/01/2015",12,45,1643,555,1290,2320,3748,0,3510,0,887,475,441,116,648,2074,2092,663,0,1769,2976,2055,688,1203,801,1039,0,379,2016,1008,597,210,328,895,NA,NA,NA,NA
"23/01/2015",13,39,1524,627,1206,2507,4055,0,4008,0,923,408,492,118,542,2540,2196,642,0,1686,3394,1863,754,1339,871,1093,0,276,2684,1144,602,284,308,837,NA,NA,NA,NA
